train/episode,stats_g/std,stats_g/mean,test/mean_Q,test/episode,stats_o/mean,train/success_rate,stats_o/std,epoch,test/success_rate
16000.0,0.019367462,0.6743969,-15.594088,3200.0,0.30179316,0.0,0.817641,159,0.1
16100.0,0.019400116,0.6744302,-16.216263,3220.0,0.3018069,0.0,0.8178093,160,0.15
16200.0,0.0194756,0.6744722,-15.966631,3240.0,0.30179805,0.0,0.8182848,161,0.15
16300.0,0.019531783,0.67451215,-15.830686,3260.0,0.3018229,0.0,0.81879807,162,0.1
16400.0,0.019559043,0.6745284,-16.913158,3280.0,0.30186772,0.0,0.81929106,163,0.05
16500.0,0.019604312,0.67453057,-15.200796,3300.0,0.30192795,0.0,0.81978756,164,0.25
16600.0,0.019628398,0.6745444,-14.559329,3320.0,0.30197784,0.01,0.8203893,165,0.05
16700.0,0.01964391,0.6745333,-12.085073,3340.0,0.30193183,0.0,0.820463,166,0.15
16800.0,0.019664306,0.67452633,-17.361103,3360.0,0.30186263,0.01,0.82043475,167,0.05
16900.0,0.019692477,0.6745183,-11.66881,3380.0,0.3017236,0.0,0.8203691,168,0.15
17000.0,0.01973792,0.6744882,-16.579872,3400.0,0.30167553,0.0,0.8202108,169,0.1
17100.0,0.019762155,0.6744676,-12.312689,3420.0,0.30169973,0.0,0.8201009,170,0.25
17200.0,0.019761108,0.6744453,-11.779703,3440.0,0.30162972,0.0,0.82000095,171,0.2
17300.0,0.01976937,0.6744107,-10.663541,3460.0,0.30163082,0.0,0.8201241,172,0.25
17400.0,0.019780496,0.67440474,-15.551883,3480.0,0.30161718,0.0,0.8200767,173,0.15
17500.0,0.019809762,0.67438775,-20.537666,3500.0,0.3016209,0.01,0.82008785,174,0.05
17600.0,0.019834606,0.67440164,-17.79927,3520.0,0.30161723,0.0,0.82006174,175,0.0
17700.0,0.019867029,0.67443866,-24.301632,3540.0,0.30171514,0.0,0.82014763,176,0.0
17800.0,0.019863183,0.6744341,-17.101065,3560.0,0.3017091,0.0,0.82035786,177,0.2
17900.0,0.019867044,0.6744181,-11.0737505,3580.0,0.30169284,0.0,0.8204724,178,0.3
18000.0,0.019892266,0.674405,-8.950796,3600.0,0.30174285,0.01,0.8209647,179,0.05
18100.0,0.019881172,0.67440605,-11.5259905,3620.0,0.30176872,0.01,0.82112765,180,0.05
18200.0,0.019877316,0.674404,-11.767821,3640.0,0.3018143,0.0,0.8210568,181,0.05
18300.0,0.01987735,0.6743973,-17.502804,3660.0,0.3018197,0.0,0.82107633,182,0.0
18400.0,0.019863702,0.67439663,-11.090813,3680.0,0.30182043,0.0,0.8210535,183,0.15
18500.0,0.019855104,0.67439425,-8.774813,3700.0,0.30178997,0.0,0.82095486,184,0.1
18600.0,0.019841295,0.6743985,-7.4441996,3720.0,0.30177307,0.0,0.8208161,185,0.05
18700.0,0.019826513,0.6744047,-9.139936,3740.0,0.3017662,0.0,0.8206144,186,0.0
18800.0,0.01981811,0.67441326,-10.506236,3760.0,0.30176193,0.0,0.8204268,187,0.0
18900.0,0.019812351,0.6744192,-14.673941,3780.0,0.30172902,0.02,0.82019794,188,0.1
19000.0,0.019799745,0.67442524,-17.891584,3800.0,0.3017165,0.0,0.82008797,189,0.05
19100.0,0.019787917,0.6744296,-12.340431,3820.0,0.30171266,0.0,0.8199319,190,0.1
19200.0,0.019780636,0.6744344,-7.2414827,3840.0,0.30168077,0.01,0.81985986,191,0.15
19300.0,0.019767249,0.67443746,-12.436728,3860.0,0.30163857,0.01,0.8197575,192,0.35
19400.0,0.019759987,0.6744464,-12.139361,3880.0,0.30162865,0.0,0.81961864,193,0.15
19500.0,0.019740919,0.67443746,-13.740843,3900.0,0.30160508,0.0,0.819453,194,0.0
19600.0,0.019726964,0.67443335,-11.088273,3920.0,0.3015523,0.0,0.8192033,195,0.2
19700.0,0.019714145,0.6744332,-18.464584,3940.0,0.30155405,0.01,0.81896615,196,0.05
19800.0,0.019698037,0.67444146,-15.271716,3960.0,0.30160415,0.0,0.81877965,197,0.05
19900.0,0.01968943,0.6744457,-14.005426,3980.0,0.30165926,0.01,0.8186625,198,0.25
20000.0,0.019675286,0.6744468,-19.563938,4000.0,0.30163988,0.0,0.8184934,199,0.1
20100.0,0.019655753,0.6744501,-7.645968,4020.0,0.30164167,0.0,0.8183099,200,0.05
20200.0,0.019643206,0.6744472,-16.05513,4040.0,0.3016226,0.03,0.818101,201,0.0
20300.0,0.019636648,0.6744526,-14.915726,4060.0,0.3016229,0.0,0.8178945,202,0.05
20400.0,0.019627498,0.67446214,-13.36915,4080.0,0.30164716,0.0,0.81778914,203,0.2
20500.0,0.019620733,0.6744702,-13.697293,4100.0,0.30164823,0.0,0.81761235,204,0.15
20600.0,0.019616606,0.6744805,-9.996045,4120.0,0.30170527,0.0,0.81748635,205,0.1
20700.0,0.019610446,0.67448866,-11.748123,4140.0,0.30171943,0.01,0.81723785,206,0.0
20800.0,0.019604174,0.67448294,-21.322079,4160.0,0.30175167,0.0,0.81713355,207,0.05
20900.0,0.019593518,0.67448384,-17.052921,4180.0,0.3017668,0.0,0.81702787,208,0.2
21000.0,0.01957888,0.67447674,-10.534944,4200.0,0.30172226,0.01,0.8169371,209,0.05
21100.0,0.019563932,0.67447245,-24.424213,4220.0,0.3017063,0.01,0.81678784,210,0.1
21200.0,0.019554546,0.6744679,-20.294258,4240.0,0.30170804,0.0,0.816658,211,0.05
21300.0,0.019553369,0.6744818,-14.775012,4260.0,0.30170935,0.0,0.8165845,212,0.05
21400.0,0.019546062,0.6744852,-20.48731,4280.0,0.3017377,0.0,0.8164549,213,0.15
21500.0,0.019533757,0.67449373,-14.137514,4300.0,0.30172008,0.0,0.8163812,214,0.1
21600.0,0.019521212,0.67449623,-14.21961,4320.0,0.30170828,0.0,0.81626576,215,0.1
21700.0,0.019508582,0.6745059,-7.32209,4340.0,0.301731,0.0,0.816165,216,0.1
21800.0,0.019505654,0.6745081,-17.170538,4360.0,0.30173093,0.0,0.81605,217,0.1
21900.0,0.019496506,0.674505,-13.450191,4380.0,0.30171904,0.03,0.8158879,218,0.1
22000.0,0.019485606,0.67450416,-9.770512,4400.0,0.30175728,0.01,0.81571454,219,0.2
22100.0,0.01947761,0.67450255,-16.091042,4420.0,0.30176696,0.0,0.8155675,220,0.05
22200.0,0.01947378,0.6745037,-25.762814,4440.0,0.30178857,0.0,0.8154398,221,0.0
22300.0,0.019467516,0.6745006,-8.923654,4460.0,0.30178824,0.01,0.8153647,222,0.3
22400.0,0.019461133,0.6744945,-5.8631735,4480.0,0.3017938,0.01,0.8153218,223,0.15
22500.0,0.019452794,0.67449176,-15.785161,4500.0,0.30183178,0.0,0.81525224,224,0.0
22600.0,0.019447949,0.67448795,-8.760889,4520.0,0.30183834,0.01,0.81516886,225,0.15
22700.0,0.019455055,0.67447877,-16.17747,4540.0,0.30185696,0.01,0.8151447,226,0.15
22800.0,0.019451864,0.6744861,-21.984632,4560.0,0.30186874,0.0,0.81508636,227,0.0
22900.0,0.019450711,0.6744908,-18.934666,4580.0,0.30191267,0.0,0.8149042,228,0.05
23000.0,0.019442938,0.674491,-16.843105,4600.0,0.3019257,0.01,0.81471854,229,0.2
23100.0,0.019441247,0.6744894,-20.892467,4620.0,0.3019309,0.0,0.8145397,230,0.1
23200.0,0.019438634,0.67449534,-18.661945,4640.0,0.3019371,0.01,0.8143649,231,0.1
23300.0,0.019441374,0.6745011,-13.4088,4660.0,0.30195352,0.01,0.81419736,232,0.1
23400.0,0.019434327,0.67449987,-20.855677,4680.0,0.30195668,0.0,0.8140799,233,0.1
23500.0,0.019426562,0.6745078,-23.11401,4700.0,0.3020014,0.02,0.8138419,234,0.05
23600.0,0.019424252,0.6745052,-17.062107,4720.0,0.30201748,0.0,0.8137727,235,0.2
23700.0,0.019426318,0.6744979,-23.64889,4740.0,0.30204123,0.0,0.81361526,236,0.0
23800.0,0.01942823,0.67448515,-21.671795,4760.0,0.302114,0.0,0.8134806,237,0.1
23900.0,0.019429615,0.6744729,-20.557486,4780.0,0.30217436,0.0,0.813389,238,0.1
24000.0,0.019424468,0.6744652,-21.069391,4800.0,0.30223152,0.0,0.813306,239,0.1
24100.0,0.019416196,0.6744605,-25.361776,4820.0,0.3022538,0.0,0.8131896,240,0.1
24200.0,0.019408114,0.6744595,-12.444971,4840.0,0.3022436,0.02,0.81301314,241,0.1
24300.0,0.019400625,0.67445564,-23.8957,4860.0,0.30223697,0.0,0.8129262,242,0.1
24400.0,0.01940041,0.6744598,-25.551542,4880.0,0.30224943,0.0,0.8128123,243,0.0
24500.0,0.019399872,0.6744644,-26.499731,4900.0,0.30223718,0.0,0.8126959,244,0.15
24600.0,0.019399023,0.67446065,-25.230219,4920.0,0.30222023,0.0,0.81260324,245,0.05
24700.0,0.019397544,0.6744661,-21.208424,4940.0,0.30221277,0.0,0.81248945,246,0.2
24800.0,0.019405974,0.6744692,-29.188227,4960.0,0.3021783,0.0,0.81248266,247,0.0
24900.0,0.019414043,0.67447495,-22.425467,4980.0,0.3021934,0.01,0.8126259,248,0.1
25000.0,0.019412441,0.6744816,-20.525585,5000.0,0.30221078,0.01,0.8125598,249,0.2
25100.0,0.019426735,0.6744829,-25.717808,5020.0,0.3022455,0.02,0.8125765,250,0.0
25200.0,0.019436292,0.67447776,-26.454418,5040.0,0.3023526,0.01,0.8124911,251,0.15
25300.0,0.019458096,0.6744829,-27.284887,5060.0,0.30239558,0.0,0.8125521,252,0.0
25400.0,0.019480754,0.6744705,-26.680374,5080.0,0.30239695,0.02,0.81267273,253,0.15
25500.0,0.019502036,0.6744545,-19.582064,5100.0,0.30234438,0.01,0.81283927,254,0.05
25600.0,0.019512737,0.6744715,-26.409485,5120.0,0.30236945,0.01,0.8128991,255,0.05
25700.0,0.019516746,0.6744823,-23.895267,5140.0,0.30239013,0.0,0.81292963,256,0.05
25800.0,0.019546978,0.6744805,-22.415691,5160.0,0.30237672,0.0,0.8129807,257,0.15
25900.0,0.01957144,0.674495,-22.998207,5180.0,0.30240706,0.0,0.81286633,258,0.05
26000.0,0.019571759,0.6744973,-30.700428,5200.0,0.3024278,0.0,0.81272984,259,0.0
26100.0,0.019576201,0.67450196,-22.441797,5220.0,0.30244154,0.01,0.8125661,260,0.1
26200.0,0.019584311,0.67451566,-24.366539,5240.0,0.30243266,0.0,0.81249374,261,0.1
26300.0,0.019601531,0.6745331,-24.51875,5260.0,0.3024289,0.0,0.81248677,262,0.0
26400.0,0.019611407,0.674553,-34.560448,5280.0,0.30242625,0.02,0.8124657,263,0.0
26500.0,0.01962206,0.67456955,-22.904888,5300.0,0.30245364,0.0,0.8124181,264,0.1
26600.0,0.019631349,0.67457485,-32.17405,5320.0,0.30247834,0.02,0.81247133,265,0.0
26700.0,0.019636605,0.6745759,-25.058815,5340.0,0.30244344,0.0,0.8125116,266,0.0
26800.0,0.01964304,0.6745623,-27.098642,5360.0,0.3024087,0.0,0.812532,267,0.05
26900.0,0.019647662,0.6745701,-34.66281,5380.0,0.30245715,0.0,0.8125801,268,0.05
27000.0,0.01967227,0.6745964,-23.10914,5400.0,0.30244592,0.01,0.81273943,269,0.25
27100.0,0.019685071,0.67461455,-28.100641,5420.0,0.30244368,0.02,0.8127514,270,0.1
27200.0,0.01969674,0.67462885,-24.616037,5440.0,0.30246115,0.0,0.81275743,271,0.1
27300.0,0.019709665,0.6746411,-21.521236,5460.0,0.30252063,0.01,0.8126519,272,0.3
27400.0,0.019715697,0.674637,-28.80492,5480.0,0.30260062,0.01,0.81257963,273,0.05
27500.0,0.019713042,0.67463905,-25.043652,5500.0,0.30265963,0.0,0.8124474,274,0.1
27600.0,0.019719947,0.6746412,-33.67292,5520.0,0.3027241,0.0,0.81224597,275,0.0
27700.0,0.019750426,0.67465514,-29.028652,5540.0,0.30273953,0.0,0.8124248,276,0.15
27800.0,0.01977844,0.67467415,-28.527843,5560.0,0.30274504,0.01,0.8124191,277,0.1
