train/episode,stats_g/std,stats_g/mean,test/mean_Q,test/episode,stats_o/mean,train/success_rate,stats_o/std,epoch,test/success_rate
27900.0,0.019790323,0.6746989,-26.220486,5580.0,0.30274972,0.02,0.81235284,278,0.15
28000.0,0.019812306,0.67470723,-27.37497,5600.0,0.30286643,0.0,0.81258416,279,0.05
28100.0,0.01983704,0.67469394,-16.865772,5620.0,0.30283505,0.0,0.8127277,280,0.2
28200.0,0.019836204,0.674692,-18.36228,5640.0,0.3027574,0.0,0.8127836,281,0.05
28300.0,0.0198512,0.6747045,-17.39887,5660.0,0.3027712,0.0,0.8127578,282,0.1
28400.0,0.019869499,0.67471755,-19.770418,5680.0,0.30274877,0.01,0.81270975,283,0.0
28500.0,0.019908292,0.67473483,-21.189495,5700.0,0.3027464,0.02,0.81271327,284,0.05
28600.0,0.019938756,0.6747601,-22.910654,5720.0,0.30278984,0.0,0.8125905,285,0.05
28700.0,0.019955905,0.67477626,-16.608202,5740.0,0.3028053,0.01,0.81247437,286,0.25
28800.0,0.019959519,0.67478126,-19.164244,5760.0,0.3028107,0.01,0.81228316,287,0.15
28900.0,0.019955426,0.6747803,-24.34072,5780.0,0.30281687,0.0,0.8121654,288,0.05
29000.0,0.019949786,0.67477936,-31.83585,5800.0,0.3028082,0.0,0.81204367,289,0.0
29100.0,0.019944888,0.6747754,-19.00818,5820.0,0.30276275,0.01,0.8119955,290,0.3
29200.0,0.019941755,0.6747802,-23.119083,5840.0,0.3027444,0.0,0.81192994,291,0.15
29300.0,0.01993429,0.6747755,-23.73559,5860.0,0.3026957,0.01,0.8118269,292,0.0
29400.0,0.019928556,0.6747646,-18.273464,5880.0,0.30265692,0.01,0.81172097,293,0.25
29500.0,0.019931644,0.67474836,-31.179821,5900.0,0.3026069,0.0,0.81170017,294,0.0
29600.0,0.019924259,0.6747418,-26.87588,5920.0,0.30260208,0.01,0.8116679,295,0.1
29700.0,0.019913616,0.67473704,-23.447578,5940.0,0.30257842,0.0,0.8115263,296,0.15
29800.0,0.019929975,0.67473406,-25.032887,5960.0,0.30254176,0.01,0.81147337,297,0.15
29900.0,0.019932393,0.6747383,-25.102495,5980.0,0.30257672,0.0,0.8114924,298,0.0
30000.0,0.01993943,0.6747359,-25.960384,6000.0,0.30260283,0.0,0.81148934,299,0.0
30100.0,0.019941341,0.67471755,-23.923496,6020.0,0.30260253,0.0,0.8114455,300,0.15
30200.0,0.019952577,0.67469585,-19.117138,6040.0,0.3025655,0.0,0.81141585,301,0.2
30300.0,0.01995406,0.6746881,-20.859108,6060.0,0.30259985,0.01,0.8114224,302,0.3
30400.0,0.019953053,0.67468935,-19.400898,6080.0,0.30264565,0.0,0.8114347,303,0.15
30500.0,0.019962313,0.6747033,-25.300806,6100.0,0.302707,0.0,0.81159806,304,0.1
30600.0,0.019980399,0.6747288,-24.042698,6120.0,0.30278924,0.0,0.81180143,305,0.1
30700.0,0.020004401,0.6747343,-23.752733,6140.0,0.30284467,0.02,0.8119245,306,0.15
30800.0,0.02001462,0.67474705,-17.10722,6160.0,0.30292252,0.0,0.8119544,307,0.15
30900.0,0.020022133,0.67476636,-24.642994,6180.0,0.3029413,0.0,0.8117689,308,0.05
31000.0,0.0200237,0.6747776,-32.42587,6200.0,0.3029445,0.01,0.8115946,309,0.0
31100.0,0.020017939,0.67479044,-23.062426,6220.0,0.30296957,0.0,0.8113299,310,0.15
31200.0,0.02001388,0.67479897,-18.985561,6240.0,0.30299976,0.01,0.8110851,311,0.15
31300.0,0.020005565,0.67480737,-29.306637,6260.0,0.3030279,0.01,0.8108339,312,0.1
31400.0,0.01999758,0.67481416,-29.287796,6280.0,0.30305913,0.01,0.810522,313,0.1
31500.0,0.019993503,0.6748159,-28.804768,6300.0,0.3031035,0.01,0.81028354,314,0.05
31600.0,0.02000043,0.67481846,-31.972998,6320.0,0.30311832,0.0,0.81013906,315,0.1
31700.0,0.019991541,0.674833,-24.021107,6340.0,0.30314347,0.01,0.81002086,316,0.15
31800.0,0.019991633,0.6748365,-24.296843,6360.0,0.3031456,0.0,0.8099665,317,0.2
31900.0,0.019985186,0.6748314,-32.40888,6380.0,0.30313352,0.0,0.8098268,318,0.0
32000.0,0.019976843,0.67483205,-15.681834,6400.0,0.3031319,0.0,0.809724,319,0.2
32100.0,0.019973394,0.6748337,-21.969807,6420.0,0.3031275,0.0,0.80970895,320,0.05
32200.0,0.019975364,0.6748362,-22.250032,6440.0,0.30314526,0.01,0.8098302,321,0.15
32300.0,0.019974804,0.6748491,-9.144373,6460.0,0.30323225,0.0,0.81012183,322,0.15
32400.0,0.019976981,0.67485297,-13.324226,6480.0,0.30325225,0.01,0.8102929,323,0.25
32500.0,0.019970512,0.6748512,-12.666021,6500.0,0.3032679,0.01,0.8102966,324,0.05
32600.0,0.019981723,0.67485195,-19.131447,6520.0,0.30328247,0.0,0.8103768,325,0.0
32700.0,0.019990347,0.67485744,-14.160113,6540.0,0.30329052,0.0,0.8103848,326,0.15
32800.0,0.019988012,0.6748619,-23.243809,6560.0,0.30330768,0.0,0.81033546,327,0.1
32900.0,0.019983655,0.67486626,-6.8502517,6580.0,0.30329356,0.01,0.8102774,328,0.25
33000.0,0.01998124,0.674873,-16.471087,6600.0,0.3033186,0.01,0.81023586,329,0.15
33100.0,0.019977514,0.6748716,-8.640634,6620.0,0.30330724,0.0,0.81014675,330,0.15
33200.0,0.019967703,0.67487115,-7.004093,6640.0,0.30329737,0.01,0.81005067,331,0.2
33300.0,0.019958679,0.6748761,-7.8635154,6660.0,0.30330622,0.0,0.8099625,332,0.15
33400.0,0.019954683,0.6748819,-15.392499,6680.0,0.30330417,0.0,0.8098999,333,0.15
33500.0,0.019949239,0.67488587,-17.255802,6700.0,0.30333638,0.0,0.809786,334,0.05
33600.0,0.019940065,0.6748864,-16.209791,6720.0,0.30333754,0.0,0.8096513,335,0.15
33700.0,0.019933904,0.6748802,-19.513617,6740.0,0.3033489,0.01,0.8095326,336,0.0
33800.0,0.019917637,0.6748723,-12.881762,6760.0,0.30334598,0.0,0.8094267,337,0.0
33900.0,0.019911204,0.67486876,-16.414652,6780.0,0.30334768,0.0,0.80926293,338,0.1
34000.0,0.019896027,0.6748705,-15.583049,6800.0,0.30334464,0.0,0.80917925,339,0.0
34100.0,0.019890897,0.674872,-15.905052,6820.0,0.30333728,0.0,0.8090527,340,0.05
34200.0,0.01988078,0.67487293,-19.87301,6840.0,0.30335245,0.01,0.8089508,341,0.05
34300.0,0.019873137,0.6748736,-15.415594,6860.0,0.30334705,0.01,0.8088541,342,0.2
34400.0,0.019866873,0.6748769,-22.258337,6880.0,0.30335855,0.0,0.8088134,343,0.1
34500.0,0.019858591,0.6748796,-20.444616,6900.0,0.3033538,0.02,0.80872047,344,0.15
34600.0,0.019847326,0.67488056,-16.703037,6920.0,0.30336598,0.0,0.80863243,345,0.1
34700.0,0.019843638,0.6748834,-18.938602,6940.0,0.3033435,0.0,0.8085697,346,0.15
34800.0,0.019839378,0.6748837,-20.743603,6960.0,0.30335024,0.0,0.808482,347,0.05
34900.0,0.019832697,0.6748826,-16.249111,6980.0,0.3033594,0.0,0.8084232,348,0.15
35000.0,0.019829474,0.67488617,-21.208496,7000.0,0.30336618,0.0,0.8083177,349,0.2
35100.0,0.019819397,0.6748863,-27.316244,7020.0,0.30335027,0.0,0.80820763,350,0.0
35200.0,0.019814994,0.6748921,-20.255056,7040.0,0.30335397,0.0,0.80810606,351,0.05
35300.0,0.0198075,0.6748908,-19.632326,7060.0,0.30334935,0.01,0.8079888,352,0.0
35400.0,0.019800143,0.6748894,-15.885389,7080.0,0.3033451,0.0,0.8078916,353,0.2
35500.0,0.019789476,0.67488766,-17.383999,7100.0,0.30335802,0.0,0.80786306,354,0.05
35600.0,0.019782053,0.67488563,-17.301168,7120.0,0.30336082,0.0,0.80774033,355,0.15
35700.0,0.019773075,0.6748896,-29.004028,7140.0,0.30337828,0.0,0.8076637,356,0.05
35800.0,0.019767916,0.6748883,-25.689585,7160.0,0.30336598,0.0,0.80760163,357,0.1
35900.0,0.01976564,0.6748867,-22.899551,7180.0,0.30337605,0.0,0.80751914,358,0.0
36000.0,0.019761898,0.67488986,-20.489809,7200.0,0.30339414,0.0,0.8074569,359,0.0
36100.0,0.019757627,0.6748932,-19.482895,7220.0,0.30343178,0.0,0.80737597,360,0.05
36200.0,0.019750737,0.67489636,-21.880394,7240.0,0.3034188,0.0,0.8072256,361,0.0
36300.0,0.01974598,0.67490005,-14.564509,7260.0,0.3034318,0.0,0.8071709,362,0.05
36400.0,0.019739108,0.6749017,-15.265732,7280.0,0.3034395,0.0,0.8070589,363,0.0
36500.0,0.01973435,0.6749048,-25.30005,7300.0,0.3034273,0.0,0.8069946,364,0.15
36600.0,0.019732136,0.67490965,-20.03555,7320.0,0.30341685,0.0,0.80693173,365,0.2
36700.0,0.019726334,0.67491174,-28.644047,7340.0,0.3034166,0.0,0.80685914,366,0.05
36800.0,0.019727563,0.67491657,-18.81074,7360.0,0.3034233,0.0,0.8067926,367,0.15
36900.0,0.019722098,0.6749166,-21.853777,7380.0,0.30344957,0.01,0.8066968,368,0.05
37000.0,0.019718656,0.6749157,-27.713955,7400.0,0.3034397,0.0,0.80662096,369,0.1
37100.0,0.019714003,0.67491895,-26.751827,7420.0,0.30345947,0.0,0.8065495,370,0.05
37200.0,0.019705629,0.67491466,-12.724523,7440.0,0.3034266,0.0,0.8064513,371,0.15
37300.0,0.019698698,0.67492,-21.997654,7460.0,0.3034156,0.0,0.80635446,372,0.1
37400.0,0.01969815,0.6749235,-21.835367,7480.0,0.30342728,0.0,0.80628747,373,0.1
37500.0,0.01968857,0.67493063,-18.902927,7500.0,0.3034346,0.0,0.8061951,374,0.0
37600.0,0.019686157,0.67493194,-26.548046,7520.0,0.30345273,0.0,0.80609375,375,0.0
37700.0,0.019680595,0.674934,-21.763264,7540.0,0.3034614,0.0,0.8060404,376,0.0
37800.0,0.019675206,0.6749334,-26.411478,7560.0,0.30346724,0.0,0.8059249,377,0.0
37900.0,0.019672688,0.6749322,-24.365728,7580.0,0.30348438,0.0,0.80585283,378,0.1
38000.0,0.019668357,0.674933,-19.745104,7600.0,0.30348998,0.0,0.80577916,379,0.25
38100.0,0.019670159,0.6749334,-24.355968,7620.0,0.30348098,0.0,0.8056696,380,0.15
38200.0,0.019659366,0.6749307,-22.01139,7640.0,0.30346462,0.02,0.8056087,381,0.05
38300.0,0.019650908,0.674929,-26.795618,7660.0,0.30344585,0.01,0.80550903,382,0.0
38400.0,0.01964475,0.6749298,-29.090673,7680.0,0.30345544,0.01,0.8054278,383,0.0
38500.0,0.019643681,0.67492884,-23.79379,7700.0,0.30347314,0.0,0.80536693,384,0.0
38600.0,0.019643698,0.67492855,-20.893122,7720.0,0.303467,0.0,0.80526155,385,0.0
38700.0,0.019647647,0.67492676,-24.954592,7740.0,0.30348316,0.0,0.8052193,386,0.0
38800.0,0.019648526,0.6749294,-24.7091,7760.0,0.30349395,0.0,0.80515367,387,0.0
38900.0,0.019642329,0.67492944,-24.062124,7780.0,0.30350062,0.0,0.8050712,388,0.0
39000.0,0.019635031,0.67492527,-25.212557,7800.0,0.30348352,0.0,0.80498827,389,0.0
39100.0,0.01963039,0.6749213,-25.460209,7820.0,0.30348238,0.0,0.80492634,390,0.05
39200.0,0.01962315,0.67491555,-24.207375,7840.0,0.30346546,0.0,0.80487466,391,0.0
39300.0,0.019609023,0.6749162,-22.435478,7860.0,0.3034619,0.0,0.8047789,392,0.05
39400.0,0.019610656,0.6749156,-23.694994,7880.0,0.30348566,0.0,0.80471736,393,0.0
39500.0,0.019605039,0.6749143,-20.852365,7900.0,0.30348536,0.0,0.8046371,394,0.15
39600.0,0.019604782,0.674913,-22.111301,7920.0,0.3035138,0.0,0.80459934,395,0.15
39700.0,0.019604616,0.6749094,-20.139587,7940.0,0.30351257,0.0,0.8045538,396,0.35
39800.0,0.019608213,0.67490727,-21.001858,7960.0,0.30350876,0.0,0.80449396,397,0.25
39900.0,0.019606294,0.67491436,-23.543417,7980.0,0.30348924,0.0,0.80443025,398,0.15
40000.0,0.01960767,0.6749159,-26.511805,8000.0,0.3034825,0.01,0.80436546,399,0.05
40100.0,0.019605352,0.67492074,-30.517004,8020.0,0.3034794,0.01,0.8043165,400,0.05
40200.0,0.019602844,0.6749229,-23.975046,8040.0,0.3034887,0.0,0.80423194,401,0.15
40300.0,0.019604223,0.6749261,-33.141068,8060.0,0.3034943,0.0,0.8042007,402,0.05
40400.0,0.019605268,0.67492336,-23.76071,8080.0,0.3034992,0.0,0.8041984,403,0.05
40500.0,0.019604273,0.6749236,-21.82753,8100.0,0.30351555,0.0,0.804181,404,0.05
40600.0,0.019598639,0.6749261,-24.704865,8120.0,0.30352077,0.0,0.80411476,405,0.05
40700.0,0.019593189,0.67492753,-23.774845,8140.0,0.30352017,0.01,0.8040146,406,0.1
40800.0,0.019593654,0.67493075,-24.317669,8160.0,0.30349898,0.0,0.8039679,407,0.2
40900.0,0.019587329,0.6749337,-22.035282,8180.0,0.30351174,0.0,0.80392826,408,0.05
41000.0,0.019586703,0.67493594,-16.528013,8200.0,0.3035143,0.0,0.8038559,409,0.15
41100.0,0.01958295,0.67494005,-24.837963,8220.0,0.30352086,0.0,0.8037988,410,0.05
41200.0,0.019581316,0.6749394,-21.4154,8240.0,0.3035183,0.0,0.80372447,411,0.0
41300.0,0.019575326,0.6749428,-21.60495,8260.0,0.30352077,0.0,0.8036662,412,0.2
41400.0,0.019573458,0.67494947,-23.55383,8280.0,0.30352986,0.0,0.8035465,413,0.15
41500.0,0.019574644,0.67495465,-22.851498,8300.0,0.3035238,0.0,0.80345917,414,0.0
41600.0,0.019570386,0.67495483,-23.610226,8320.0,0.30350217,0.0,0.80338734,415,0.15
41700.0,0.019565763,0.67495406,-24.864994,8340.0,0.30350766,0.0,0.80333465,416,0.0
41800.0,0.019563526,0.6749567,-17.929193,8360.0,0.30349836,0.0,0.80328715,417,0.0
41900.0,0.019560836,0.6749583,-21.095127,8380.0,0.30348906,0.01,0.8032579,418,0.0
42000.0,0.019562844,0.67495805,-25.047613,8400.0,0.30349916,0.0,0.80314964,419,0.0
42100.0,0.01956124,0.67496073,-28.08968,8420.0,0.30350772,0.0,0.8030735,420,0.2
42200.0,0.019556485,0.67496103,-31.277683,8440.0,0.30351666,0.0,0.803003,421,0.0
42300.0,0.019550549,0.67496413,-25.46746,8460.0,0.3035361,0.0,0.8029613,422,0.05
42400.0,0.019542417,0.6749662,-30.001354,8480.0,0.30354446,0.0,0.8028938,423,0.0
42500.0,0.01954188,0.67496467,-25.137302,8500.0,0.30355346,0.0,0.8027977,424,0.0
42600.0,0.019537369,0.6749637,-23.290535,8520.0,0.30354816,0.0,0.80271256,425,0.05
42700.0,0.019526528,0.67496353,-30.12765,8540.0,0.30356112,0.0,0.80263287,426,0.0
42800.0,0.019514207,0.6749628,-25.045357,8560.0,0.3035576,0.0,0.8025772,427,0.1
42900.0,0.019510714,0.6749632,-18.10802,8580.0,0.30355906,0.0,0.80250895,428,0.05
43000.0,0.019509546,0.6749662,-28.744299,8600.0,0.30356106,0.0,0.8024649,429,0.05
43100.0,0.019504376,0.67496943,-24.548784,8620.0,0.30356053,0.0,0.8023942,430,0.0
43200.0,0.019501498,0.67496985,-31.156061,8640.0,0.30355045,0.0,0.8023298,431,0.05
43300.0,0.019497845,0.67497224,-24.752243,8660.0,0.3035369,0.0,0.8022627,432,0.15
43400.0,0.019494483,0.6749737,-21.553057,8680.0,0.30353683,0.0,0.8022148,433,0.15
43500.0,0.019496012,0.6749712,-30.261082,8700.0,0.30354586,0.0,0.8022036,434,0.0
43600.0,0.019495927,0.6749707,-20.448788,8720.0,0.30354163,0.0,0.80215293,435,0.2
43700.0,0.019492527,0.6749698,-19.391684,8740.0,0.30354136,0.0,0.80210084,436,0.05
43800.0,0.019492138,0.6749632,-31.851303,8760.0,0.3035498,0.0,0.802054,437,0.05
43900.0,0.019496543,0.67496294,-29.397242,8780.0,0.30356768,0.0,0.8019827,438,0.05
44000.0,0.019501215,0.67496544,-19.291975,8800.0,0.30357897,0.0,0.8019435,439,0.15
44100.0,0.01950067,0.674968,-18.325436,8820.0,0.30357808,0.02,0.8019303,440,0.1
44200.0,0.019491648,0.6749686,-26.452093,8840.0,0.30357078,0.0,0.80190355,441,0.0
44300.0,0.019488277,0.674972,-21.657837,8860.0,0.30358517,0.0,0.8018597,442,0.0
44400.0,0.019484349,0.67497444,-31.994959,8880.0,0.3035908,0.0,0.801784,443,0.05
44500.0,0.019481983,0.67497283,-25.572792,8900.0,0.30358842,0.0,0.8016961,444,0.05
44600.0,0.019484984,0.67497367,-18.397808,8920.0,0.30360183,0.0,0.8016723,445,0.05
44700.0,0.019485367,0.67497224,-21.945726,8940.0,0.30360943,0.0,0.8016023,446,0.1
44800.0,0.0194814,0.67497355,-27.594242,8960.0,0.30361193,0.0,0.80154943,447,0.1
44900.0,0.01947915,0.6749747,-20.20995,8980.0,0.30361867,0.0,0.80142885,448,0.15
45000.0,0.019480433,0.6749777,-23.313955,9000.0,0.30361438,0.0,0.80138606,449,0.15
45100.0,0.019472936,0.6749779,-23.563251,9020.0,0.30361694,0.0,0.8013055,450,0.05
45200.0,0.019471835,0.67498153,-23.68107,9040.0,0.30362058,0.0,0.8012402,451,0.1
45300.0,0.019464457,0.6749824,-15.308873,9060.0,0.3036271,0.0,0.8011624,452,0.1
45400.0,0.0194617,0.67498505,-18.215408,9080.0,0.30361265,0.01,0.8011083,453,0.15
45500.0,0.019465122,0.6749849,-31.290852,9100.0,0.30361444,0.0,0.80110407,454,0.05
45600.0,0.019460091,0.6749865,-17.769169,9120.0,0.30363357,0.0,0.801043,455,0.0
45700.0,0.019459601,0.6749866,-23.839935,9140.0,0.30364954,0.0,0.8010079,456,0.0
45800.0,0.019453578,0.67499036,-15.585609,9160.0,0.30366334,0.01,0.800958,457,0.15
45900.0,0.019448489,0.67498934,-14.493276,9180.0,0.30367124,0.0,0.80088514,458,0.2
46000.0,0.019447302,0.6749881,-21.848177,9200.0,0.30368266,0.0,0.80082047,459,0.1
46100.0,0.019441105,0.6749864,-21.271017,9220.0,0.30367395,0.0,0.8007554,460,0.0
46200.0,0.01943672,0.6749858,-18.756754,9240.0,0.30367824,0.0,0.80067694,461,0.15
46300.0,0.01943471,0.6749865,-27.082745,9260.0,0.30368292,0.0,0.8006085,462,0.15
46400.0,0.019430315,0.674986,-22.157768,9280.0,0.3036992,0.0,0.8005182,463,0.2
46500.0,0.019421602,0.6749884,-26.39526,9300.0,0.30370507,0.0,0.800413,464,0.1
46600.0,0.019421171,0.6749851,-23.613483,9320.0,0.30369657,0.0,0.80034953,465,0.0
46700.0,0.019416217,0.6749845,-22.967337,9340.0,0.3036923,0.0,0.80029505,466,0.1
46800.0,0.019406712,0.6749866,-22.255648,9360.0,0.30369174,0.0,0.8002341,467,0.1
46900.0,0.019403258,0.67499423,-22.342054,9380.0,0.3037023,0.0,0.80015814,468,0.05
47000.0,0.019398475,0.67499477,-26.387863,9400.0,0.3036907,0.0,0.8000819,469,0.15
47100.0,0.019389523,0.6749955,-25.339462,9420.0,0.30368787,0.0,0.8000245,470,0.25
47200.0,0.019390969,0.6749961,-27.754309,9440.0,0.30366915,0.0,0.79997605,471,0.1
47300.0,0.019386638,0.6749955,-15.049237,9460.0,0.30366725,0.0,0.7999156,472,0.25
47400.0,0.019383615,0.6749962,-25.916891,9480.0,0.3036802,0.01,0.79986185,473,0.1
47500.0,0.019381244,0.67499936,-25.863577,9500.0,0.3036964,0.0,0.7998361,474,0.15
47600.0,0.019377584,0.6750021,-18.021381,9520.0,0.30369565,0.0,0.79977643,475,0.0
47700.0,0.019374844,0.6750034,-13.2397995,9540.0,0.303699,0.0,0.79968685,476,0.1
47800.0,0.019372221,0.6750063,-28.164104,9560.0,0.30369502,0.0,0.7996099,477,0.15
47900.0,0.019366805,0.6750071,-29.749481,9580.0,0.30369756,0.0,0.7995533,478,0.0
48000.0,0.019363219,0.675012,-26.92255,9600.0,0.3036913,0.0,0.79954034,479,0.1
48100.0,0.019365244,0.6750127,-20.403357,9620.0,0.30369502,0.0,0.7995191,480,0.2
48200.0,0.019367926,0.6750098,-22.412832,9640.0,0.30370685,0.0,0.79950756,481,0.25
48300.0,0.019368839,0.6750104,-21.708384,9660.0,0.3037147,0.0,0.7994798,482,0.15
48400.0,0.019365637,0.67501086,-19.919245,9680.0,0.30373192,0.0,0.79945904,483,0.1
48500.0,0.019362677,0.6750114,-19.97943,9700.0,0.30373842,0.0,0.79939836,484,0.05
48600.0,0.019361913,0.67501646,-24.873478,9720.0,0.30374226,0.0,0.7993356,485,0.15
48700.0,0.019357812,0.6750194,-22.213463,9740.0,0.30373934,0.01,0.79928404,486,0.05
48800.0,0.019357769,0.67502534,-29.526043,9760.0,0.30375788,0.0,0.7992458,487,0.1
48900.0,0.019357828,0.6750262,-18.666815,9780.0,0.30373868,0.01,0.799218,488,0.2
49000.0,0.019356588,0.6750273,-27.575312,9800.0,0.30373716,0.01,0.79916304,489,0.05
49100.0,0.019349009,0.6750284,-23.63844,9820.0,0.3037611,0.01,0.7991212,490,0.1
49200.0,0.019348005,0.67503154,-20.917597,9840.0,0.30377775,0.01,0.79903245,491,0.15
49300.0,0.019341948,0.6750352,-24.161945,9860.0,0.3037924,0.0,0.79900384,492,0.05
49400.0,0.019337617,0.6750372,-16.67438,9880.0,0.303803,0.0,0.79897326,493,0.3
49500.0,0.019330772,0.6750377,-24.214664,9900.0,0.3038113,0.01,0.7989495,494,0.2
49600.0,0.019322298,0.6750397,-22.969513,9920.0,0.30383232,0.0,0.79887867,495,0.1
49700.0,0.019318342,0.6750422,-23.43249,9940.0,0.3038279,0.0,0.7988366,496,0.1
49800.0,0.019315543,0.67504376,-23.450262,9960.0,0.30383942,0.0,0.7988473,497,0.2
49900.0,0.019313034,0.67504746,-20.417894,9980.0,0.30385768,0.01,0.7988618,498,0.0
50000.0,0.019310046,0.6750516,-19.853565,10000.0,0.3038798,0.0,0.79887,499,0.15
50100.0,0.019313117,0.675049,-23.634405,10020.0,0.303906,0.01,0.7988838,500,0.1
50200.0,0.01931997,0.67504895,-28.381903,10040.0,0.30392778,0.0,0.79892415,501,0.05
50300.0,0.019322421,0.67504853,-19.218931,10060.0,0.30393472,0.0,0.7988716,502,0.15
50400.0,0.019323612,0.6750494,-22.875006,10080.0,0.30394572,0.0,0.798811,503,0.05
50500.0,0.019327942,0.67504996,-18.368374,10100.0,0.303956,0.0,0.79876125,504,0.25
50600.0,0.019326413,0.6750536,-24.015608,10120.0,0.3039655,0.0,0.79868156,505,0.1
50700.0,0.019325854,0.6750556,-21.514437,10140.0,0.3039656,0.0,0.79860187,506,0.05
50800.0,0.019335644,0.67506063,-27.04426,10160.0,0.30397585,0.0,0.79853296,507,0.05
50900.0,0.019330995,0.6750621,-23.751408,10180.0,0.30398402,0.0,0.7984847,508,0.1
51000.0,0.01932939,0.6750662,-27.486975,10200.0,0.30400246,0.0,0.79846174,509,0.05
51100.0,0.019329851,0.67506903,-15.830194,10220.0,0.3039994,0.01,0.7984187,510,0.25
51200.0,0.019327769,0.67507297,-16.583858,10240.0,0.30399522,0.0,0.7984157,511,0.3
51300.0,0.019331293,0.67507833,-18.02479,10260.0,0.3039966,0.02,0.79836583,512,0.2
51400.0,0.019333847,0.6750863,-21.598751,10280.0,0.3039923,0.0,0.7982877,513,0.1
51500.0,0.019332588,0.67508847,-28.284618,10300.0,0.30399233,0.0,0.79822975,514,0.15
51600.0,0.0193341,0.67508847,-28.645578,10320.0,0.30399328,0.0,0.79817533,515,0.05
51700.0,0.019329626,0.6750895,-27.040592,10340.0,0.30399767,0.01,0.79812616,516,0.1
51800.0,0.01932488,0.6750913,-30.475037,10360.0,0.3039942,0.0,0.79806244,517,0.1
51900.0,0.019326571,0.67509294,-27.154602,10380.0,0.3040024,0.0,0.79800874,518,0.1
52000.0,0.019324433,0.67509466,-19.957397,10400.0,0.3040111,0.01,0.7979918,519,0.0
52100.0,0.019319953,0.6750959,-15.890149,10420.0,0.30401245,0.01,0.797959,520,0.05
52200.0,0.019321162,0.67509854,-20.916445,10440.0,0.30403116,0.0,0.79794985,521,0.1
52300.0,0.019317603,0.6750997,-26.174646,10460.0,0.30403256,0.0,0.7979229,522,0.1
52400.0,0.019319735,0.67509925,-26.141571,10480.0,0.30404887,0.0,0.7978957,523,0.05
52500.0,0.019317044,0.67509955,-25.737371,10500.0,0.30404815,0.02,0.79786724,524,0.1
52600.0,0.019315595,0.6751069,-25.709036,10520.0,0.30406958,0.0,0.79780334,525,0.0
52700.0,0.019315459,0.67511,-17.03818,10540.0,0.30406904,0.0,0.7977493,526,0.15
52800.0,0.019304393,0.67511237,-24.730867,10560.0,0.30407286,0.0,0.7977262,527,0.05
52900.0,0.019301387,0.6751162,-15.617271,10580.0,0.30407563,0.0,0.7976799,528,0.1
53000.0,0.019292923,0.67511684,-27.59354,10600.0,0.3040786,0.0,0.7976363,529,0.15
53100.0,0.019288706,0.6751188,-23.89841,10620.0,0.30407012,0.02,0.7975912,530,0.05
53200.0,0.019285597,0.6751216,-29.549063,10640.0,0.30407083,0.01,0.7975693,531,0.15
53300.0,0.019281356,0.67512304,-23.890774,10660.0,0.30406374,0.01,0.79753834,532,0.25
53400.0,0.019278282,0.6751262,-15.928942,10680.0,0.30405325,0.0,0.79750973,533,0.15
53500.0,0.019274974,0.67512864,-22.921106,10700.0,0.30405617,0.0,0.7974913,534,0.1
53600.0,0.019272786,0.6751295,-23.710173,10720.0,0.30405205,0.0,0.7974906,535,0.1
53700.0,0.019266643,0.67512906,-14.063838,10740.0,0.3040485,0.0,0.79746544,536,0.05
53800.0,0.019261653,0.6751303,-25.094494,10760.0,0.30405754,0.0,0.79740804,537,0.15
53900.0,0.019256784,0.6751314,-15.620619,10780.0,0.3040569,0.0,0.7973621,538,0.2
54000.0,0.019255638,0.67513233,-24.870647,10800.0,0.30405605,0.0,0.7973122,539,0.15
54100.0,0.01925009,0.67513406,-24.243954,10820.0,0.3040516,0.0,0.7972868,540,0.1
54200.0,0.01924675,0.67513615,-21.852383,10840.0,0.30405068,0.0,0.7972375,541,0.05
54300.0,0.019242303,0.67513835,-26.179455,10860.0,0.3040547,0.0,0.79722196,542,0.15
54400.0,0.019241095,0.67513925,-25.516378,10880.0,0.3040321,0.02,0.7971847,543,0.1
54500.0,0.019235227,0.67514014,-24.974468,10900.0,0.30403927,0.0,0.79714924,544,0.15
54600.0,0.019229222,0.6751413,-22.547602,10920.0,0.3040486,0.0,0.79708743,545,0.15
54700.0,0.019225955,0.6751433,-29.40767,10940.0,0.30404693,0.0,0.7970364,546,0.1
54800.0,0.019223176,0.6751458,-19.247816,10960.0,0.30405053,0.0,0.7969635,547,0.05
54900.0,0.019221365,0.6751475,-20.11935,10980.0,0.30405438,0.0,0.79690915,548,0.2
55000.0,0.019222114,0.6751507,-20.454874,11000.0,0.3040621,0.0,0.79687464,549,0.1
55100.0,0.019220008,0.67515486,-22.56371,11020.0,0.30406758,0.01,0.7968043,550,0.2
55200.0,0.01921695,0.67515635,-22.023844,11040.0,0.30406266,0.0,0.796771,551,0.05
55300.0,0.019213548,0.67515767,-22.203295,11060.0,0.30406588,0.0,0.7967376,552,0.05
55400.0,0.019210298,0.67516106,-21.403852,11080.0,0.30406672,0.0,0.7966544,553,0.1
55500.0,0.019211357,0.6751632,-10.311875,11100.0,0.3040801,0.0,0.79662615,554,0.2
55600.0,0.019208165,0.67516303,-14.419794,11120.0,0.30407676,0.02,0.79657435,555,0.05
55700.0,0.019207496,0.67516255,-22.904102,11140.0,0.30407545,0.01,0.79656494,556,0.1
