epoch,test/mean_Q,stats_o/std,stats_g/std,stats_g/mean,train/success_rate,test/success_rate,test/episode,stats_o/mean,train/episode
258,-9.624272,1.0209739,0.23414889,0.38123494,0.12400000000000003,0.49000000000000005,5180.0,0.18720612,25900.0
259,-12.37051,1.0210062,0.23412934,0.3812384,0.10500000000000001,0.515,5200.0,0.18716606,26000.0
260,-10.208374,1.0210421,0.23411874,0.38122,0.101,0.5199999999999999,5220.0,0.1871492,26100.0
261,-9.117724,1.0210798,0.23410933,0.38120574,0.094,0.5,5240.0,0.18713376,26200.0
262,-11.295596,1.0211198,0.23409192,0.38119978,0.11099999999999999,0.45999999999999996,5260.0,0.18712181,26300.0
263,-10.667062,1.0211804,0.23408213,0.3812143,0.123,0.5650000000000001,5280.0,0.18710715,26400.0
264,-11.595804,1.0212443,0.23407194,0.38121304,0.097,0.42000000000000004,5300.0,0.18709227,26500.0
265,-13.670207,1.0212829,0.2340684,0.38121,0.125,0.495,5320.0,0.18708546,26600.0
266,-12.74505,1.0213115,0.2340599,0.38122955,0.096,0.5,5340.0,0.1870561,26700.0
267,-9.929481,1.0213476,0.23404603,0.38123232,0.11400000000000002,0.46499999999999997,5360.0,0.18704394,26800.0
268,-11.783537,1.0213902,0.23403664,0.38125592,0.101,0.43500000000000005,5380.0,0.18704528,26900.0
269,-11.9770775,1.0214276,0.23402663,0.38126594,0.10600000000000001,0.45999999999999996,5400.0,0.18704823,27000.0
270,-10.29403,1.0214676,0.23401436,0.38128582,0.11000000000000001,0.515,5420.0,0.1870282,27100.0
271,-9.969461,1.0215018,0.23399958,0.38128823,0.12000000000000002,0.465,5440.0,0.18701997,27200.0
272,-11.806924,1.0215392,0.23399182,0.3813054,0.10999999999999999,0.45500000000000007,5460.0,0.18701595,27300.0
273,-13.476614,1.0215368,0.23397896,0.38130403,0.123,0.365,5480.0,0.18700129,27400.0
274,-12.148225,1.02156,0.23397303,0.38129982,0.11099999999999999,0.4,5500.0,0.18699972,27500.0
275,-11.736612,1.0215971,0.23396215,0.3812909,0.10500000000000001,0.41500000000000004,5520.0,0.18700509,27600.0
276,-10.383978,1.0216086,0.23396222,0.381288,0.097,0.41,5540.0,0.18698367,27700.0
277,-9.99069,1.0216305,0.23397353,0.38127595,0.10300000000000001,0.475,5560.0,0.18697362,27800.0
278,-11.365931,1.0216787,0.23395634,0.3812942,0.10200000000000001,0.43500000000000005,5580.0,0.18696289,27900.0
279,-11.823846,1.021724,0.23393703,0.38130516,0.11400000000000002,0.395,5600.0,0.18695912,28000.0
280,-9.018654,1.0217423,0.23392041,0.38132635,0.1,0.5050000000000001,5620.0,0.18695638,28100.0
281,-12.676498,1.0217631,0.23389491,0.38133246,0.098,0.325,5640.0,0.18695672,28200.0
282,-11.870519,1.0217912,0.23388247,0.38134772,0.127,0.45,5660.0,0.18695565,28300.0
283,-12.684849,1.021836,0.23388132,0.38133854,0.10100000000000002,0.44000000000000006,5680.0,0.18695053,28400.0
284,-10.440806,1.0218737,0.2338841,0.38131842,0.10300000000000001,0.445,5700.0,0.18694869,28500.0
285,-9.301432,1.0219104,0.23386507,0.381334,0.095,0.49499999999999994,5720.0,0.18694396,28600.0
286,-8.527321,1.0219374,0.23385648,0.38134533,0.121,0.465,5740.0,0.18693984,28700.0
287,-10.195852,1.0219758,0.23384587,0.38135535,0.11000000000000001,0.41999999999999993,5760.0,0.18693312,28800.0
288,-11.191028,1.0219961,0.23383653,0.3813774,0.118,0.475,5780.0,0.18693498,28900.0
289,-9.885119,1.0220206,0.23382083,0.38138658,0.10100000000000002,0.49499999999999994,5800.0,0.18693933,29000.0
290,-9.096757,1.0220535,0.23380986,0.38138145,0.122,0.5399999999999999,5820.0,0.18692665,29100.0
291,-10.448453,1.022076,0.23379953,0.38140184,0.138,0.51,5840.0,0.186928,29200.0
292,-9.884585,1.0221193,0.2337952,0.38140088,0.10700000000000001,0.49000000000000005,5860.0,0.18691786,29300.0
293,-10.912757,1.0221612,0.23379806,0.3814094,0.10600000000000001,0.49000000000000005,5880.0,0.18692386,29400.0
294,-9.243434,1.0222018,0.23378678,0.38141966,0.127,0.49499999999999994,5900.0,0.18691146,29500.0
295,-9.63514,1.0222359,0.23377219,0.38142937,0.13499999999999998,0.49000000000000005,5920.0,0.18689898,29600.0
296,-11.55186,1.02226,0.2337499,0.38144094,0.12,0.525,5940.0,0.18687943,29700.0
297,-10.072423,1.0222995,0.23373847,0.38143378,0.11500000000000002,0.5,5960.0,0.18687093,29800.0
298,-10.253804,1.0223345,0.23372829,0.38145322,0.123,0.48,5980.0,0.186861,29900.0
299,-8.760218,1.0223591,0.23373309,0.38143706,0.099,0.545,6000.0,0.18683454,30000.0
300,-10.279249,1.022378,0.23372178,0.3814538,0.119,0.49000000000000005,6020.0,0.18680437,30100.0
301,-9.40949,1.0224205,0.23371668,0.38146275,0.10200000000000001,0.51,6040.0,0.18678313,30200.0
302,-7.4448547,1.0224636,0.23372002,0.38145417,0.129,0.54,6060.0,0.18678339,30300.0
303,-8.765482,1.0225016,0.23370397,0.3814698,0.139,0.545,6080.0,0.1867729,30400.0
304,-9.466724,1.0225518,0.23368983,0.38146442,0.127,0.5449999999999999,6100.0,0.18676355,30500.0
305,-9.443864,1.0225985,0.23367643,0.38148004,0.11800000000000002,0.51,6120.0,0.18676743,30600.0
306,-9.144298,1.0226297,0.23367135,0.38149244,0.125,0.5599999999999999,6140.0,0.18678251,30700.0
307,-8.299475,1.0226808,0.23367229,0.38150567,0.123,0.5700000000000001,6160.0,0.18679301,30800.0
308,-9.8947115,1.0227323,0.23365828,0.38152343,0.121,0.5549999999999999,6180.0,0.18679114,30900.0
309,-9.859576,1.02278,0.23365375,0.3815257,0.11299999999999999,0.5650000000000001,6200.0,0.18677598,31000.0
310,-9.149362,1.022804,0.23363538,0.38153043,0.132,0.475,6220.0,0.18675824,31100.0
311,-11.845029,1.0228403,0.23363194,0.38153514,0.11300000000000002,0.47000000000000003,6240.0,0.18675214,31200.0
312,-8.567925,1.0228717,0.23363066,0.38156754,0.121,0.5700000000000001,6260.0,0.18673876,31300.0
313,-9.900457,1.0229137,0.23363385,0.381568,0.095,0.53,6280.0,0.18673351,31400.0
314,-11.5046625,1.0229185,0.2336212,0.38159364,0.11400000000000002,0.485,6300.0,0.18673244,31500.0
315,-10.8715925,1.0229471,0.23361906,0.38159156,0.10900000000000001,0.56,6320.0,0.18672797,31600.0
316,-8.8333435,1.0229715,0.2336148,0.38158995,0.10800000000000001,0.58,6340.0,0.18672451,31700.0
317,-10.771363,1.022999,0.23360315,0.38159075,0.11300000000000002,0.475,6360.0,0.18672422,31800.0
318,-9.376939,1.0230253,0.23359168,0.38159376,0.126,0.5450000000000002,6380.0,0.18672329,31900.0
319,-9.753853,1.0230525,0.23358269,0.3816018,0.11100000000000002,0.5549999999999999,6400.0,0.18671638,32000.0
320,-10.167212,1.0230725,0.23357527,0.38159996,0.101,0.55,6420.0,0.18670186,32100.0
321,-11.05274,1.0231164,0.23357292,0.3815804,0.10600000000000001,0.5199999999999999,6440.0,0.18668513,32200.0
322,-8.493838,1.0231264,0.23357859,0.3815605,0.10400000000000001,0.5,6460.0,0.18667302,32300.0
323,-11.036452,1.0231676,0.23356915,0.38156915,0.13,0.465,6480.0,0.1866719,32400.0
324,-9.9145975,1.0232089,0.23356187,0.38157034,0.123,0.465,6500.0,0.18667579,32500.0
325,-7.5646653,1.0232263,0.23356004,0.38157445,0.099,0.615,6520.0,0.18667665,32600.0
326,-10.8137455,1.0232395,0.23355046,0.38157922,0.119,0.5599999999999999,6540.0,0.18666399,32700.0
327,-10.340399,1.0232623,0.23355408,0.3815679,0.142,0.465,6560.0,0.18666044,32800.0
328,-8.267973,1.023288,0.2335443,0.3815722,0.12,0.5,6580.0,0.18664709,32900.0
329,-9.265505,1.0233371,0.2335444,0.38157803,0.10200000000000001,0.585,6600.0,0.18664274,33000.0
330,-8.997651,1.0233545,0.23354714,0.38156992,0.125,0.5449999999999999,6620.0,0.18663517,33100.0
331,-8.935019,1.0233858,0.23354797,0.3815654,0.119,0.635,6640.0,0.18662007,33200.0
332,-8.984467,1.023394,0.23353517,0.38157827,0.10400000000000001,0.575,6660.0,0.18660358,33300.0
333,-8.917834,1.0234153,0.23353982,0.38156825,0.10600000000000001,0.49499999999999994,6680.0,0.18660514,33400.0
334,-8.444465,1.0234354,0.23353958,0.38155466,0.122,0.53,6700.0,0.18660033,33500.0
335,-9.101946,1.0234601,0.23352952,0.38156804,0.12999999999999998,0.5450000000000002,6720.0,0.18660383,33600.0
336,-7.9008317,1.0235021,0.23352739,0.38155776,0.134,0.5650000000000001,6740.0,0.1865947,33700.0
337,-9.783645,1.0235249,0.23352952,0.3815465,0.10900000000000001,0.53,6760.0,0.18657514,33800.0
338,-10.420807,1.0235411,0.23352773,0.38152966,0.121,0.55,6780.0,0.18656603,33900.0
339,-9.130919,1.0235535,0.23352356,0.3815276,0.10600000000000001,0.485,6800.0,0.18656282,34000.0
340,-7.8856354,1.0235704,0.23351559,0.38152114,0.123,0.5449999999999999,6820.0,0.18655281,34100.0
341,-9.837076,1.0235717,0.2335082,0.38151518,0.118,0.475,6840.0,0.18654975,34200.0
342,-8.299388,1.0235927,0.23350076,0.3815121,0.121,0.615,6860.0,0.18652257,34300.0
343,-9.571747,1.0236238,0.23350398,0.38150463,0.11600000000000002,0.525,6880.0,0.18650882,34400.0
344,-9.198025,1.0236487,0.23349527,0.38151202,0.128,0.53,6900.0,0.18650249,34500.0
345,-8.275316,1.0236733,0.23348275,0.38149625,0.126,0.545,6920.0,0.18648085,34600.0
346,-8.878024,1.0237042,0.2334809,0.38149604,0.125,0.5349999999999999,6940.0,0.18646541,34700.0
347,-8.734701,1.0237312,0.23345718,0.38151425,0.121,0.55,6960.0,0.18645434,34800.0
348,-7.6293344,1.0237396,0.23345146,0.38151097,0.131,0.57,6980.0,0.18643841,34900.0
349,-11.009936,1.0237373,0.23345752,0.38149124,0.121,0.515,7000.0,0.18640809,35000.0
350,-8.302592,1.0237489,0.23345312,0.3814926,0.119,0.5549999999999999,7020.0,0.18639156,35100.0
351,-8.441725,1.0237782,0.23345366,0.3814885,0.119,0.475,7040.0,0.1863589,35200.0
352,-9.091462,1.0237839,0.23344278,0.38148123,0.142,0.605,7060.0,0.18634671,35300.0
353,-9.747662,1.0238013,0.23344429,0.38148752,0.14100000000000001,0.48,7080.0,0.18632865,35400.0
354,-8.484502,1.0238183,0.23344198,0.38149133,0.121,0.5599999999999999,7100.0,0.18632063,35500.0
355,-8.013201,1.0238392,0.23343508,0.3814866,0.11600000000000002,0.55,7120.0,0.18631384,35600.0
356,-7.561563,1.023875,0.23343769,0.38147944,0.124,0.6849999999999999,7140.0,0.18630938,35700.0
357,-7.6079698,1.0238984,0.23342581,0.3814686,0.124,0.55,7160.0,0.18629782,35800.0
358,-8.917517,1.0239204,0.23342307,0.38145393,0.127,0.6,7180.0,0.18628888,35900.0
359,-8.057992,1.0239408,0.23341985,0.3814424,0.139,0.5900000000000001,7200.0,0.18627253,36000.0
360,-9.534474,1.0239563,0.23341146,0.3814478,0.138,0.555,7220.0,0.18626708,36100.0
361,-8.846965,1.0239757,0.23341176,0.38145018,0.139,0.5,7240.0,0.18625495,36200.0
362,-9.560049,1.0239723,0.23339811,0.38146538,0.11000000000000001,0.52,7260.0,0.18623193,36300.0
363,-8.996378,1.0239589,0.23339407,0.3814518,0.127,0.635,7280.0,0.18621823,36400.0
364,-7.6143312,1.0239522,0.23340006,0.38143975,0.11600000000000002,0.7,7300.0,0.18619232,36500.0
365,-9.325254,1.0239468,0.23340818,0.38142818,0.12400000000000003,0.5349999999999999,7320.0,0.18618588,36600.0
366,-7.41879,1.0239437,0.2334104,0.38142198,0.136,0.6250000000000001,7340.0,0.18617195,36700.0
367,-7.9460616,1.0239353,0.23340102,0.38142696,0.12800000000000003,0.5,7360.0,0.18615788,36800.0
368,-9.096103,1.0239315,0.23339085,0.38142696,0.146,0.5900000000000001,7380.0,0.18612427,36900.0
369,-6.9211564,1.0239499,0.23338822,0.3814164,0.134,0.615,7400.0,0.18610354,37000.0
370,-8.61837,1.0239452,0.2333887,0.38143116,0.149,0.5549999999999999,7420.0,0.18607405,37100.0
371,-7.698222,1.023951,0.23338465,0.38144845,0.13799999999999998,0.645,7440.0,0.18605907,37200.0
372,-8.2589035,1.0239484,0.23338294,0.3814493,0.138,0.52,7460.0,0.18604383,37300.0
373,-8.38088,1.0239376,0.23337305,0.38144207,0.129,0.615,7480.0,0.18603274,37400.0
374,-8.836763,1.0239444,0.23336156,0.38144365,0.129,0.5650000000000001,7500.0,0.18603602,37500.0
375,-7.378766,1.0239685,0.23335342,0.38145834,0.124,0.6100000000000001,7520.0,0.18604076,37600.0
376,-9.255031,1.0239685,0.23334345,0.3814674,0.13,0.51,7540.0,0.18602931,37700.0
377,-7.8989625,1.0239824,0.23333743,0.38147408,0.127,0.58,7560.0,0.18601923,37800.0
378,-8.403685,1.023968,0.23333487,0.3814625,0.137,0.525,7580.0,0.18600398,37900.0
379,-9.820338,1.0239697,0.23334077,0.3814613,0.151,0.54,7600.0,0.18599245,38000.0
380,-8.222456,1.0239863,0.23334157,0.38145047,0.11099999999999999,0.635,7620.0,0.18598576,38100.0
381,-7.141156,1.0239868,0.23334046,0.38145804,0.143,0.635,7640.0,0.18597385,38200.0
382,-6.8157973,1.0239947,0.23334658,0.38145775,0.118,0.64,7660.0,0.18595977,38300.0
383,-9.307131,1.0239971,0.23334217,0.38146067,0.133,0.65,7680.0,0.18594825,38400.0
384,-8.06738,1.0239949,0.23333886,0.38146582,0.14300000000000002,0.645,7700.0,0.18594229,38500.0
385,-9.060968,1.023982,0.23332524,0.38146788,0.133,0.55,7720.0,0.18592954,38600.0
386,-8.255602,1.0239944,0.23332891,0.38146934,0.11499999999999999,0.6300000000000001,7740.0,0.18592548,38700.0
387,-8.585366,1.023998,0.2333214,0.38148135,0.15100000000000002,0.515,7760.0,0.1859239,38800.0
388,-7.8555794,1.0239826,0.23331635,0.3814823,0.139,0.6100000000000001,7780.0,0.18591994,38900.0
389,-8.344927,1.023973,0.23331515,0.38148946,0.14100000000000001,0.625,7800.0,0.18590519,39000.0
390,-8.152887,1.0239744,0.23332086,0.38148132,0.131,0.615,7820.0,0.1858851,39100.0
391,-7.7175126,1.0239642,0.23331873,0.38147217,0.11699999999999999,0.6,7840.0,0.18587562,39200.0
392,-8.432459,1.0239575,0.23331647,0.38147348,0.15000000000000002,0.58,7860.0,0.18586528,39300.0
393,-7.221582,1.0239484,0.23331432,0.38148052,0.13799999999999998,0.6449999999999999,7880.0,0.18586543,39400.0
394,-8.398295,1.0239453,0.23331194,0.38148385,0.146,0.585,7900.0,0.18586865,39500.0
395,-9.43115,1.0239242,0.23331018,0.38147324,0.126,0.5599999999999999,7920.0,0.18586595,39600.0
396,-8.287313,1.0239279,0.23331034,0.38148278,0.132,0.6,7940.0,0.18586043,39700.0
397,-8.241361,1.0239284,0.23330621,0.3814817,0.14300000000000002,0.5650000000000001,7960.0,0.18584351,39800.0
398,-10.028624,1.023929,0.23329167,0.38148737,0.131,0.6,7980.0,0.18584335,39900.0
399,-6.997462,1.0239176,0.2332891,0.38148975,0.139,0.7,8000.0,0.18582314,40000.0
400,-9.215669,1.023906,0.23327799,0.38150445,0.16,0.6300000000000001,8020.0,0.1858145,40100.0
401,-8.732813,1.0239058,0.23327789,0.38151616,0.14400000000000002,0.625,8040.0,0.1858085,40200.0
402,-9.46413,1.023912,0.23326483,0.3815233,0.14600000000000002,0.6100000000000001,8060.0,0.18581149,40300.0
403,-7.7674456,1.0239198,0.23325925,0.38153443,0.15500000000000003,0.64,8080.0,0.18580613,40400.0
404,-7.8049774,1.0239131,0.23325297,0.38154274,0.159,0.6199999999999999,8100.0,0.18581578,40500.0
405,-7.6168203,1.02391,0.23323655,0.3815515,0.137,0.6799999999999999,8120.0,0.18580437,40600.0
406,-7.101683,1.0238912,0.23322324,0.3815415,0.132,0.66,8140.0,0.18579526,40700.0
407,-8.994577,1.0239048,0.23321848,0.38153452,0.132,0.63,8160.0,0.18579304,40800.0
408,-8.5289,1.0239065,0.23321204,0.38154167,0.154,0.5900000000000001,8180.0,0.18578045,40900.0
409,-7.787351,1.0239121,0.23321752,0.3815357,0.14,0.64,8200.0,0.18577209,41000.0
410,-7.5679207,1.0239213,0.23321517,0.38153535,0.14800000000000002,0.6900000000000001,8220.0,0.18575343,41100.0
411,-7.8410363,1.0239103,0.23321354,0.38153616,0.126,0.605,8240.0,0.18574277,41200.0
412,-6.5674257,1.0239187,0.23321371,0.38153344,0.129,0.675,8260.0,0.18573844,41300.0
413,-6.776502,1.0239165,0.23320079,0.38153285,0.144,0.675,8280.0,0.1857248,41400.0
414,-7.4920287,1.0239136,0.23318997,0.38153568,0.14700000000000002,0.6849999999999999,8300.0,0.18571143,41500.0
415,-8.155136,1.0239053,0.233176,0.38154015,0.146,0.5700000000000001,8320.0,0.1857143,41600.0
416,-7.982657,1.0239062,0.23317349,0.38152304,0.144,0.64,8340.0,0.1857099,41700.0
417,-8.102014,1.0239027,0.23316987,0.38151127,0.14200000000000002,0.6549999999999999,8360.0,0.18570074,41800.0
418,-6.5056343,1.0238972,0.23316579,0.3814888,0.14,0.6900000000000001,8380.0,0.18569045,41900.0
419,-6.955977,1.0239061,0.23316944,0.38149267,0.132,0.67,8400.0,0.18568027,42000.0
420,-8.336293,1.0238994,0.23314984,0.38150734,0.16100000000000003,0.61,8420.0,0.18566719,42100.0
421,-8.088564,1.0238975,0.23314707,0.3814951,0.15899999999999997,0.61,8440.0,0.18566222,42200.0
422,-6.92716,1.0238969,0.2331408,0.38149196,0.127,0.65,8460.0,0.18565789,42300.0
423,-8.9790325,1.0239131,0.23312798,0.3815031,0.131,0.5599999999999999,8480.0,0.18565217,42400.0
424,-8.557495,1.0239143,0.23313074,0.38149232,0.153,0.66,8500.0,0.18563983,42500.0
425,-8.239389,1.0239189,0.23312545,0.38149372,0.155,0.555,8520.0,0.18562627,42600.0
426,-8.491192,1.0239233,0.23312068,0.38149557,0.15700000000000003,0.615,8540.0,0.18562138,42700.0
427,-6.933539,1.0239289,0.23311739,0.3814966,0.13,0.675,8560.0,0.18560454,42800.0
428,-7.691179,1.0239214,0.23309779,0.3815158,0.156,0.595,8580.0,0.18559274,42900.0
429,-7.2624216,1.023909,0.23308608,0.3815331,0.133,0.5599999999999999,8600.0,0.18558288,43000.0
430,-8.429602,1.0239007,0.23306616,0.381533,0.139,0.6,8620.0,0.18557772,43100.0
431,-6.9657545,1.0239054,0.23306267,0.38152233,0.148,0.72,8640.0,0.18557796,43200.0
432,-7.617381,1.0238978,0.23305349,0.38152617,0.137,0.66,8660.0,0.18557113,43300.0
433,-9.601547,1.0238959,0.23304467,0.38152772,0.15,0.575,8680.0,0.18556245,43400.0
434,-8.83828,1.0239015,0.23304018,0.38152036,0.133,0.5449999999999999,8700.0,0.185559,43500.0
435,-6.85924,1.0238988,0.23303981,0.38150567,0.139,0.6,8720.0,0.18555132,43600.0
436,-6.9819984,1.0238892,0.23302694,0.38150412,0.144,0.6950000000000001,8740.0,0.18554989,43700.0
437,-9.336779,1.0238907,0.23302773,0.3814908,0.133,0.585,8760.0,0.18555126,43800.0
438,-6.6331863,1.0238867,0.23303254,0.381466,0.15899999999999997,0.685,8780.0,0.18554059,43900.0
439,-7.0373125,1.0238962,0.2330204,0.3814736,0.133,0.655,8800.0,0.18553868,44000.0
440,-7.057994,1.0238805,0.23302016,0.38148364,0.14700000000000002,0.6300000000000001,8820.0,0.18553188,44100.0
441,-8.212837,1.0238812,0.23302169,0.3814792,0.14200000000000002,0.5650000000000001,8840.0,0.18552294,44200.0
442,-9.020296,1.0238659,0.23301081,0.38147837,0.128,0.625,8860.0,0.18551764,44300.0
443,-7.4521775,1.0238466,0.23300055,0.3814856,0.122,0.615,8880.0,0.18550888,44400.0
444,-8.981796,1.0238374,0.23299804,0.38149613,0.126,0.635,8900.0,0.18550377,44500.0
445,-7.448593,1.023834,0.23299244,0.3815012,0.14500000000000002,0.675,8920.0,0.18549457,44600.0
446,-6.80317,1.0238278,0.23298106,0.38151821,0.127,0.6100000000000001,8940.0,0.18548241,44700.0
447,-8.765211,1.023839,0.23298185,0.38149947,0.14100000000000001,0.7150000000000001,8960.0,0.18547694,44800.0
448,-7.3961625,1.0238392,0.23296864,0.38150138,0.132,0.625,8980.0,0.18547538,44900.0
449,-7.725089,1.0238433,0.232953,0.38150293,0.132,0.55,9000.0,0.18546581,45000.0
450,-6.496886,1.0238516,0.23295514,0.381496,0.14700000000000002,0.64,9020.0,0.18545556,45100.0
451,-7.199736,1.0238485,0.23294798,0.3814954,0.154,0.6699999999999999,9040.0,0.185451,45200.0
452,-8.753496,1.0238655,0.23294091,0.38150662,0.123,0.5599999999999999,9060.0,0.18545017,45300.0
453,-6.8624525,1.0238721,0.23295021,0.3815027,0.122,0.6,9080.0,0.18543825,45400.0
454,-7.9007597,1.0238731,0.23294921,0.3815145,0.13799999999999998,0.64,9100.0,0.18542284,45500.0
455,-8.025385,1.0238631,0.2329413,0.38151398,0.154,0.625,9120.0,0.18542199,45600.0
456,-8.110609,1.0238603,0.23293647,0.38150993,0.156,0.6449999999999999,9140.0,0.1854138,45700.0
457,-7.8096833,1.0238523,0.23292895,0.3815117,0.151,0.605,9160.0,0.18540986,45800.0
458,-6.9462447,1.0238583,0.23292999,0.38150412,0.137,0.6050000000000001,9180.0,0.18540713,45900.0
459,-7.3566604,1.0238603,0.23292522,0.38149777,0.15899999999999997,0.625,9200.0,0.18538924,46000.0
460,-8.103932,1.0238593,0.23292539,0.38149458,0.14,0.64,9220.0,0.18537727,46100.0
461,-7.6706147,1.0238602,0.23290578,0.38149413,0.146,0.5900000000000001,9240.0,0.1853675,46200.0
462,-6.5989304,1.0238657,0.23290403,0.381497,0.13,0.5650000000000001,9260.0,0.18535832,46300.0
463,-8.232722,1.0238832,0.23289613,0.3814949,0.13,0.6599999999999999,9280.0,0.18536189,46400.0
464,-7.2211847,1.0238689,0.23289867,0.38148943,0.131,0.615,9300.0,0.18536289,46500.0
465,-6.2990136,1.023872,0.23290074,0.38148674,0.128,0.665,9320.0,0.18537131,46600.0
466,-7.7535143,1.0238688,0.23288777,0.3814854,0.139,0.64,9340.0,0.18536718,46700.0
467,-7.6668234,1.0238669,0.2328875,0.3814876,0.137,0.6199999999999999,9360.0,0.18536754,46800.0
468,-7.0688086,1.023864,0.23289077,0.3814822,0.14300000000000002,0.65,9380.0,0.18536925,46900.0
469,-9.015409,1.0238674,0.23289175,0.3814605,0.135,0.64,9400.0,0.18536428,47000.0
470,-6.8091636,1.0238615,0.23288217,0.38145643,0.144,0.675,9420.0,0.1853511,47100.0
471,-6.863054,1.0238602,0.2328875,0.38145226,0.13399999999999998,0.71,9440.0,0.18534258,47200.0
472,-7.625876,1.0238593,0.23287669,0.3814531,0.148,0.6599999999999999,9460.0,0.18533444,47300.0
473,-7.097876,1.023851,0.23287117,0.3814518,0.15100000000000002,0.55,9480.0,0.18532416,47400.0
474,-8.453409,1.0238464,0.23286708,0.38144833,0.133,0.6250000000000001,9500.0,0.18531749,47500.0
475,-6.837629,1.0238498,0.23286164,0.38143998,0.14300000000000002,0.6599999999999999,9520.0,0.18530563,47600.0
476,-8.725088,1.0238438,0.23285511,0.38143554,0.14,0.635,9540.0,0.18529084,47700.0
477,-8.4720955,1.0238354,0.2328566,0.38143522,0.142,0.64,9560.0,0.1852892,47800.0
478,-8.01265,1.0238411,0.23285337,0.3814248,0.128,0.655,9580.0,0.18528697,47900.0
479,-8.534846,1.023844,0.23285814,0.38141352,0.135,0.595,9600.0,0.185291,48000.0
480,-7.941912,1.023848,0.23286214,0.3814128,0.162,0.5900000000000001,9620.0,0.18527862,48100.0
481,-6.413007,1.0238682,0.23287103,0.381404,0.154,0.7,9640.0,0.18526605,48200.0
482,-8.442973,1.0238636,0.23286524,0.381409,0.14100000000000001,0.62,9660.0,0.18526022,48300.0
483,-7.0303864,1.0238669,0.23286787,0.38140225,0.131,0.615,9680.0,0.18524984,48400.0
484,-7.586665,1.0238653,0.23285726,0.38139796,0.152,0.61,9700.0,0.185245,48500.0
485,-7.0921593,1.0238764,0.23285279,0.38139686,0.13799999999999998,0.635,9720.0,0.18524545,48600.0
486,-10.408432,1.0238795,0.23285532,0.38138285,0.126,0.5599999999999999,9740.0,0.18525454,48700.0
487,-8.605417,1.0238903,0.23286036,0.38137,0.133,0.5650000000000001,9760.0,0.18524937,48800.0
488,-8.877814,1.0238998,0.23285452,0.38136214,0.122,0.6449999999999999,9780.0,0.18524297,48900.0
489,-8.221018,1.0239308,0.23286088,0.3813571,0.135,0.585,9800.0,0.18524843,49000.0
490,-7.855059,1.0239366,0.2328531,0.3813582,0.119,0.595,9820.0,0.18524387,49100.0
491,-6.395103,1.023949,0.23284078,0.38135403,0.148,0.655,9840.0,0.18524118,49200.0
492,-6.3540835,1.0239692,0.232833,0.38136205,0.13,0.67,9860.0,0.18523414,49300.0
493,-6.186759,1.023989,0.23282377,0.38136202,0.151,0.675,9880.0,0.18521981,49400.0
494,-7.3795905,1.0240214,0.23281607,0.3813661,0.134,0.575,9900.0,0.18520169,49500.0
495,-6.3163004,1.024051,0.23281614,0.3813612,0.14300000000000002,0.665,9920.0,0.18518524,49600.0
496,-6.092725,1.0240761,0.23280708,0.38137048,0.16699999999999998,0.705,9940.0,0.18517442,49700.0
497,-5.7683005,1.0241121,0.23280792,0.38136306,0.129,0.63,9960.0,0.18516114,49800.0
498,-6.548317,1.0241361,0.23281574,0.38136086,0.14400000000000002,0.6699999999999999,9980.0,0.18515557,49900.0
499,-5.960162,1.0241532,0.23281011,0.3813607,0.14200000000000002,0.7,10000.0,0.1851485,50000.0
500,-5.845402,1.0241503,0.23279878,0.38135356,0.158,0.71,10020.0,0.1851398,50100.0
501,-6.9610076,1.0241499,0.23278913,0.38135713,0.164,0.665,10040.0,0.18515724,50200.0
502,-6.25971,1.0241429,0.23278204,0.3813632,0.135,0.71,10060.0,0.18515274,50300.0
503,-7.665736,1.0241301,0.23277898,0.38135582,0.151,0.68,10080.0,0.1851398,50400.0
504,-7.2295303,1.0241177,0.23277347,0.38135856,0.148,0.6799999999999999,10100.0,0.18513417,50500.0
505,-6.8570237,1.0241039,0.23277207,0.38135582,0.14800000000000002,0.69,10120.0,0.18514308,50600.0
506,-7.1112013,1.0240839,0.23277196,0.3813538,0.157,0.695,10140.0,0.18514153,50700.0
507,-6.128853,1.0240829,0.23276201,0.38136214,0.155,0.7300000000000001,10160.0,0.18513715,50800.0
508,-6.0924807,1.0240681,0.23275585,0.38137287,0.158,0.755,10180.0,0.1851292,50900.0
509,-6.692595,1.0240619,0.23274574,0.38137406,0.158,0.6599999999999999,10200.0,0.18512008,51000.0
510,-5.606799,1.0240643,0.23273692,0.38138098,0.126,0.725,10220.0,0.18511423,51100.0
511,-7.1268387,1.024059,0.2327278,0.38137132,0.162,0.655,10240.0,0.1851109,51200.0
512,-7.7711587,1.0240539,0.23272352,0.38137364,0.15300000000000002,0.625,10260.0,0.18510906,51300.0
513,-6.9833055,1.0240579,0.23271827,0.38138276,0.151,0.71,10280.0,0.18510318,51400.0
514,-8.2455,1.0240486,0.23271103,0.3813858,0.179,0.6449999999999999,10300.0,0.18509915,51500.0
515,-7.491366,1.0240493,0.2327055,0.38138467,0.16299999999999998,0.635,10320.0,0.18509293,51600.0
516,-5.71475,1.0240624,0.23270269,0.3813787,0.14100000000000001,0.5800000000000001,10340.0,0.1850874,51700.0
517,-7.399896,1.0240692,0.23269157,0.38139123,0.135,0.6699999999999999,10360.0,0.18508199,51800.0
